Station,Month,Entries Month,Exits Month	
74 ST-BROADWAY,04,7145,12538	
74 ST-BROADWAY,05,11583,20655	
74 ST-BROADWAY,06,18593,33925	
74 ST-BROADWAY,07,26739,50128	
74 ST-BROADWAY,08,30549,56615	
74 ST-BROADWAY,09,39845,70085	
74 ST-BROADWAY,10,37702,65761	
74 ST-BROADWAY,11,24461,42590	
75 AV,01,91035,5165	
75 AV,02,83019,4185	
75 AV,03,44597,3916	
75 AV,04,5409,1971	
75 AV,05,7356,2316	
75 AV,06,13213,2035	
75 AV,07,17752,2137	
75 AV,08,13623,1585	
75 AV,09,27445,2665	
75 AV,10,25764,2582	
75 AV,11,18157,1958	
75 ST-ELDERTS,01,89329,66452	
75 ST-ELDERTS,02,85452,60528	
75 ST-ELDERTS,03,63096,45438	
75 ST-ELDERTS,04,13839,12484	
75 ST-ELDERTS,05,19114,15405	
75 ST-ELDERTS,06,24189,18981	
75 ST-ELDERTS,07,33143,25193	
75 ST-ELDERTS,08,32541,24475	
75 ST-ELDERTS,09,44911,31324	
75 ST-ELDERTS,10,42600,28648	
75 ST-ELDERTS,11,28885,19750	
77 ST,01,622151,671380	
77 ST,02,525753,572631	
77 ST,03,299944,335959	
77 ST,04,59566,77036	
77 ST,05,70818,92487	
77 ST,06,116992,149342	
77 ST,07,160091,208317	
77 ST,08,163411,211754	
77 ST,09,232107,293850	
77 ST,10,206217,265487	
77 ST,11,152879,196160	
79 ST,01,342514,185364	
79 ST,02,320848,183095	
79 ST,03,91434,55635	
79 ST,04,22651,17475	
79 ST,05,31372,24811	
79 ST,06,62262,54529	
79 ST,07,70361,50088	
79 ST,08,86422,62940	
79 ST,09,106653,74876	
79 ST,10,111539,76976	
79 ST,11,75259,55096	
8 AV,01,525785,386509	
8 AV,02,616158,490929	
8 AV,03,297882,244106	
8 AV,04,29955,32598	
8 AV,05,41011,43650	
8 AV,06,77491,73884	
8 AV,07,121200,113854	
8 AV,08,210610,141643	
8 AV,09,204772,200994	
8 AV,10,190570,186224	
8 AV,11,119833,118946	
8 ST-NYU,01,369289,286902	
8 ST-NYU,02,382579,281221	
8 ST-NYU,03,189824,140111	
8 ST-NYU,04,12692,12677	
8 ST-NYU,05,18199,17864	
8 ST-NYU,06,31940,27618	
8 ST-NYU,07,46152,44129	
8 ST-NYU,08,64903,60058	
8 ST-NYU,09,61190,57781	
8 ST-NYU,10,78003,81764	
8 ST-NYU,11,50742,54023	
80 ST,01,98802,55427	
80 ST,02,97026,55072	
80 ST,03,64534,36742	
80 ST,04,11770,7521	
80 ST,05,16432,10158	
80 ST,06,26163,15612	
80 ST,07,33909,20892	
80 ST,08,35973,22691	
80 ST,09,43537,24961	
80 ST,10,34933,17680	
80 ST,11,27740,16692	
81 ST-MUSEUM,01,288214,232890	
81 ST-MUSEUM,02,305094,275171	
81 ST-MUSEUM,03,140374,123726	
81 ST-MUSEUM,04,10101,12337	
81 ST-MUSEUM,05,13886,16121	
81 ST-MUSEUM,06,29350,31320	
81 ST-MUSEUM,07,43175,47452	
81 ST-MUSEUM,08,50770,56147	
81 ST-MUSEUM,09,76372,82739	
81 ST-MUSEUM,10,77015,82798	
81 ST-MUSEUM,11,51220,57107	
82 ST-JACKSON H,01,409372,492223	
82 ST-JACKSON H,02,387500,464238	
82 ST-JACKSON H,03,215624,256867	
82 ST-JACKSON H,04,36895,51039	
82 ST-JACKSON H,05,57892,79760	
82 ST-JACKSON H,06,95594,139145	
82 ST-JACKSON H,07,123796,187121	
82 ST-JACKSON H,08,137475,205394	
82 ST-JACKSON H,09,197501,281477	
82 ST-JACKSON H,10,177552,251610	
82 ST-JACKSON H,11,121107,167224	
85 ST-FOREST PK,01,93425,48070	
85 ST-FOREST PK,02,92943,47311	
85 ST-FOREST PK,03,63513,32785	
85 ST-FOREST PK,04,13167,8247	
85 ST-FOREST PK,05,17454,11063	
85 ST-FOREST PK,06,27925,17296	
85 ST-FOREST PK,07,35646,21959	
85 ST-FOREST PK,08,38337,23151	
85 ST-FOREST PK,09,47535,27454	
85 ST-FOREST PK,10,41989,22829	
85 ST-FOREST PK,11,29688,16524	
86 ST,01,1039531,1219720	
86 ST,02,974414,1065934	
86 ST,03,569252,628636	
86 ST,04,95091,135107	
86 ST,05,119386,169943	
86 ST,06,179319,249100	
86 ST,07,268870,386050	
86 ST,08,191907,277896	
86 ST,09,198311,259924	
86 ST,10,288491,392244	
86 ST,11,228789,286531	
86 ST-2 AVE,01,702377,470670	
86 ST-2 AVE,02,652730,433692	
86 ST-2 AVE,03,323293,231341	
86 ST-2 AVE,04,34361,33166	
86 ST-2 AVE,05,47591,45910	
86 ST-2 AVE,06,72185,67752	
86 ST-2 AVE,07,114345,109098	
86 ST-2 AVE,08,144177,144262	
86 ST-2 AVE,09,168335,156082	
86 ST-2 AVE,10,178726,167564	
86 ST-2 AVE,11,117873,111032	
88 ST,01,140952,76383	
88 ST,02,64948,27592	
88 ST,03,43622,19122	
88 ST,04,8643,4282	
88 ST,05,12157,5365	
88 ST,06,19817,8596	
88 ST,07,24742,11129	
88 ST,08,27103,11712	
88 ST,09,32902,14299	
88 ST,10,28591,5170	
88 ST,11,18265,9778	
9 AV,01,147397,154182	
9 AV,02,140011,144933	
9 AV,03,85121,88029	
9 AV,04,16146,18861	
9 AV,05,25118,28378	
9 AV,06,39819,43574	
9 AV,07,51342,57143	
9 AV,08,54800,61986	
9 AV,09,70786,76527	
9 AV,10,64569,83858	
9 AV,11,41678,45722	
90 ST-ELMHURST,01,439593,209561	
90 ST-ELMHURST,02,395609,185373	
90 ST-ELMHURST,03,239617,122833	
90 ST-ELMHURST,04,50296,33948	
90 ST-ELMHURST,05,83605,53742	
90 ST-ELMHURST,06,120255,76059	
90 ST-ELMHURST,07,169674,106361	
90 ST-ELMHURST,08,177564,112165	
90 ST-ELMHURST,09,229212,141613	
90 ST-ELMHURST,10,210545,124357	
90 ST-ELMHURST,11,141828,87137	
96 ST,01,807347,671739	
96 ST,02,913959,767229	
96 ST,03,411044,369447	
96 ST,04,94610,113467	
96 ST,05,118638,139708	
96 ST,06,163029,189721	
96 ST,07,197588,222485	
96 ST,08,221140,255809	
96 ST,09,271873,296190	
96 ST,10,299899,326695	
96 ST,11,212666,231164	
96 ST-2 AVE,01,509749,375163	
96 ST-2 AVE,02,473246,346154	
96 ST-2 AVE,03,266369,205109	
96 ST-2 AVE,04,49617,48306	
96 ST-2 AVE,05,61185,61199	
96 ST-2 AVE,06,74512,71184	
96 ST-2 AVE,07,116917,109050	
96 ST-2 AVE,08,94597,93964	
96 ST-2 AVE,09,161783,147257	
96 ST-2 AVE,10,155886,143613	
96 ST-2 AVE,11,101157,93435	
9TH STREET,01,250736,277796	
9TH STREET,02,266487,267169	
9TH STREET,03,31554,38894	
9TH STREET,04,166892,66774	
9TH STREET,05,5254,8659	
9TH STREET,06,16090,45770	
9TH STREET,07,10916,15385	
9TH STREET,08,133201,115888	
9TH STREET,09,40569,86122	
9TH STREET,10,30461,30022	
9TH STREET,11,11554,14590	
ALABAMA AV,01,54354,62424	
ALABAMA AV,02,53797,59963	
ALABAMA AV,03,41150,47208	
ALABAMA AV,04,12904,18837	
ALABAMA AV,05,15141,23191	
ALABAMA AV,06,17291,25766	
ALABAMA AV,07,21783,32043	
ALABAMA AV,08,22296,33340	
ALABAMA AV,09,30469,39855	
ALABAMA AV,10,27719,35854	
ALABAMA AV,11,19089,24219	
ALLERTON AV,01,134400,59678	
ALLERTON AV,02,119413,52969	
ALLERTON AV,03,92592,44877	
ALLERTON AV,04,25240,18937	
ALLERTON AV,05,29756,22689	
ALLERTON AV,06,38145,26476	
ALLERTON AV,07,36365,26346	
ALLERTON AV,08,41116,28189	
ALLERTON AV,09,59600,36791	
ALLERTON AV,10,56333,33595	
ALLERTON AV,11,30286,20220	
AQUEDUCT N.COND,01,21585,45129	
AQUEDUCT N.COND,02,20464,42790	
AQUEDUCT N.COND,03,13408,23248	
AQUEDUCT N.COND,04,2476,3750	
AQUEDUCT N.COND,05,3322,4526	
AQUEDUCT N.COND,06,5087,6457	
AQUEDUCT N.COND,07,5831,7246	
AQUEDUCT N.COND,08,6566,8574	
AQUEDUCT N.COND,09,6782,15673	
AQUEDUCT N.COND,10,7012,14315	
AQUEDUCT N.COND,11,4087,8901	
AQUEDUCT RACETR,01,44111,4921	
AQUEDUCT RACETR,02,39875,4527	
AQUEDUCT RACETR,03,17619,2555	
AQUEDUCT RACETR,04,504,331	
AQUEDUCT RACETR,05,494,352	
AQUEDUCT RACETR,06,790,724	
AQUEDUCT RACETR,07,1130,621	
AQUEDUCT RACETR,08,1049,596	
AQUEDUCT RACETR,09,16123,2827	
AQUEDUCT RACETR,10,17673,2657	
AQUEDUCT RACETR,11,7217,1158	
ASTOR PL,01,416837,466151	
ASTOR PL,02,414521,474273	
ASTOR PL,03,189748,225455	
ASTOR PL,04,18269,30054	
ASTOR PL,05,23719,38799	
ASTOR PL,06,34922,54595	
ASTOR PL,07,56378,86421	
ASTOR PL,08,49713,77173	
ASTOR PL,09,83100,117665	
ASTOR PL,10,87520,131002	
ASTOR PL,11,55891,84025	
ASTORIA BLVD,01,198950,198615	
ASTORIA BLVD,02,228295,212945	
ASTORIA BLVD,03,115232,118892	
ASTORIA BLVD,04,13992,19753	
ASTORIA BLVD,05,17899,23866	
ASTORIA BLVD,06,36067,45242	
ASTORIA BLVD,07,54313,66951	
ASTORIA BLVD,08,60293,70869	
ASTORIA BLVD,09,81990,92217	
ASTORIA BLVD,10,79045,88253	
ASTORIA BLVD,11,51562,58231	
ASTORIA DITMARS,01,442022,395715	
ASTORIA DITMARS,02,411869,368382	
ASTORIA DITMARS,03,230864,216955	
ASTORIA DITMARS,04,29438,37002	
ASTORIA DITMARS,05,38751,49771	
ASTORIA DITMARS,06,62836,76125	
ASTORIA DITMARS,07,99526,120427	
ASTORIA DITMARS,08,100672,122721	
ASTORIA DITMARS,09,119223,138499	
ASTORIA DITMARS,10,131454,153417	
ASTORIA DITMARS,11,88304,104110	
ATL AV-BARCLAY,01,1154115,1107657	
ATL AV-BARCLAY,02,908056,883399	
ATL AV-BARCLAY,03,588499,580509	
ATL AV-BARCLAY,04,107064,131918	
ATL AV-BARCLAY,05,132969,167632	
ATL AV-BARCLAY,06,172025,212831	
ATL AV-BARCLAY,07,230191,284703	
ATL AV-BARCLAY,08,160312,201824	
ATL AV-BARCLAY,09,265554,315425	
ATL AV-BARCLAY,10,367174,437348	
ATL AV-BARCLAY,11,233377,270608	
ATLANTIC AV,01,40460,18996	
ATLANTIC AV,02,37791,16824	
ATLANTIC AV,03,28924,13891	
ATLANTIC AV,04,9607,5641	
ATLANTIC AV,05,11942,7360	
ATLANTIC AV,06,13640,8756	
ATLANTIC AV,07,15431,10287	
ATLANTIC AV,08,15287,10743	
ATLANTIC AV,09,15658,9953	
ATLANTIC AV,10,19244,11495	
ATLANTIC AV,11,12714,7345	
AVENUE H,01,78785,68668	
AVENUE H,02,76084,65978	
AVENUE H,03,48172,42929	
AVENUE H,04,8127,9670	
AVENUE H,05,10852,12431	
AVENUE H,06,16259,17732	
AVENUE H,07,19643,21939	
AVENUE H,08,22874,25836	
AVENUE H,09,29615,30582	
AVENUE H,10,36761,27326	
AVENUE H,11,18269,18536	
AVENUE I,01,49907,7825	
AVENUE I,02,48584,11627	
AVENUE I,03,35034,6115	
AVENUE I,04,7609,882	
AVENUE I,05,8195,1323	
AVENUE I,06,11838,2511	
AVENUE I,07,13874,3392	
AVENUE I,08,12638,3550	
AVENUE I,09,14683,4258	
AVENUE I,10,16754,4392	
AVENUE I,11,10816,2683	
AVENUE J,01,149897,77943	
AVENUE J,02,131069,67185	
AVENUE J,03,83129,47459	
AVENUE J,04,18086,14357	
AVENUE J,05,22786,17749	
AVENUE J,06,34282,24854	
AVENUE J,07,43090,30631	
AVENUE J,08,47781,34392	
AVENUE J,09,69170,46423	
AVENUE J,10,62833,41348	
AVENUE J,11,43549,29141	
AVENUE M,01,144829,63315	
AVENUE M,02,128277,54238	
AVENUE M,03,83015,38627	
AVENUE M,04,15692,9041	
AVENUE M,05,21979,11976	
AVENUE M,06,34487,18394	
AVENUE M,07,41459,22134	
AVENUE M,08,46738,23978	
AVENUE M,09,68436,32966	
AVENUE M,10,51171,24506	
AVENUE M,11,40593,19672	
AVENUE N,01,75060,27947	
AVENUE N,02,76243,29915	
AVENUE N,03,49714,19373	
AVENUE N,04,9389,4268	
AVENUE N,05,11589,5243	
AVENUE N,06,15537,6440	
AVENUE N,07,22117,8515	
AVENUE N,08,22616,8742	
AVENUE N,09,25802,11105	
AVENUE N,10,29914,12539	
AVENUE N,11,19726,8590	
AVENUE P,01,60933,25406	
AVENUE P,02,62126,27210	
AVENUE P,03,42075,21196	
AVENUE P,04,9705,6759	
AVENUE P,05,11910,6954	
AVENUE P,06,15134,8256	
AVENUE P,07,19722,10748	
AVENUE P,08,19426,10642	
AVENUE P,09,23718,12865	
AVENUE P,10,25726,13265	
AVENUE P,11,16014,8686	
AVENUE U,01,145876,92353	
AVENUE U,02,135961,91287	
AVENUE U,03,77040,53687	
AVENUE U,04,14662,11264	
AVENUE U,05,23708,18236	
AVENUE U,06,36510,25747	
AVENUE U,07,49054,34831	
AVENUE U,08,46610,35873	
AVENUE U,09,52126,37610	
AVENUE U,10,58302,41432	
AVENUE U,11,41854,30261	
AVENUE X,01,63919,36894	
AVENUE X,02,70285,41090	
AVENUE X,03,46424,27561	
AVENUE X,04,10670,6833	
AVENUE X,05,12888,7509	
AVENUE X,06,16401,9669	
AVENUE X,07,20335,12062	
AVENUE X,08,19550,12540	
AVENUE X,09,27129,16597	
AVENUE X,10,25281,15421	
AVENUE X,11,16209,10300	
B'WAY-LAFAYETTE,01,579898,801896	
B'WAY-LAFAYETTE,02,566848,788881	
B'WAY-LAFAYETTE,03,217607,313786	
B'WAY-LAFAYETTE,04,16566,39668	
B'WAY-LAFAYETTE,05,21708,45209	
B'WAY-LAFAYETTE,06,32174,56001	
B'WAY-LAFAYETTE,07,89139,151506	
B'WAY-LAFAYETTE,08,101575,170994	
B'WAY-LAFAYETTE,09,133390,221130	
B'WAY-LAFAYETTE,10,127651,212800	
B'WAY-LAFAYETTE,11,83234,144498	
BAY 50 ST,01,72596,15605	
BAY 50 ST,02,66439,13841	
BAY 50 ST,03,42490,10037	
BAY 50 ST,04,8070,2370	
BAY 50 ST,05,10859,2994	
BAY 50 ST,06,16359,4095	
BAY 50 ST,07,20370,4596	
BAY 50 ST,08,21354,4891	
BAY 50 ST,09,28734,6427	
BAY 50 ST,10,25059,5287	
BAY 50 ST,11,17422,3597	
BAY PKWY,01,182454,167016	
BAY PKWY,02,177637,147309	
BAY PKWY,03,112601,93110	
BAY PKWY,04,21841,18706	
BAY PKWY,05,33675,28139	
BAY PKWY,06,48693,39953	
BAY PKWY,07,64070,65571	
BAY PKWY,08,48306,51144	
BAY PKWY,09,70545,78755	
BAY PKWY,10,75718,72324	
BAY PKWY,11,48371,47892	
BAY RIDGE AV,01,206216,122986	
BAY RIDGE AV,02,197269,118113	
BAY RIDGE AV,03,117156,76135	
BAY RIDGE AV,04,21689,20532	
BAY RIDGE AV,05,27541,24576	
BAY RIDGE AV,06,42759,37300	
BAY RIDGE AV,07,53960,44357	
BAY RIDGE AV,08,62426,50771	
BAY RIDGE AV,09,82370,60863	
BAY RIDGE AV,10,74425,50672	
BAY RIDGE AV,11,46304,59472	
BAY RIDGE-95 ST,01,153279,97680	
BAY RIDGE-95 ST,02,142337,90544	
BAY RIDGE-95 ST,03,86443,56089	
BAY RIDGE-95 ST,04,17983,14662	
BAY RIDGE-95 ST,05,23560,20039	
BAY RIDGE-95 ST,06,33950,26895	
BAY RIDGE-95 ST,07,44475,33964	
BAY RIDGE-95 ST,08,47484,36692	
BAY RIDGE-95 ST,09,61883,45685	
BAY RIDGE-95 ST,10,55736,39890	
BAY RIDGE-95 ST,11,36794,27429	
BAYCHESTER AV,01,99905,14620	
BAYCHESTER AV,02,70914,10000	
BAYCHESTER AV,03,59816,12881	
BAYCHESTER AV,04,16069,8027	
BAYCHESTER AV,05,18344,10991	
BAYCHESTER AV,06,22552,13002	
BAYCHESTER AV,07,27002,11854	
BAYCHESTER AV,08,25768,11518	
BAYCHESTER AV,09,34023,11233	
BAYCHESTER AV,10,32534,10315	
BAYCHESTER AV,11,20342,6849	
BEACH 105 ST,01,5103,6763	
BEACH 105 ST,02,4937,6254	
BEACH 105 ST,03,3160,4817	
BEACH 105 ST,04,586,1809	
BEACH 105 ST,05,1178,2692	
BEACH 105 ST,06,3118,4286	
BEACH 105 ST,07,6970,7776	
BEACH 105 ST,08,6246,7154	
BEACH 105 ST,09,4176,5453	
BEACH 105 ST,10,1791,3108	
BEACH 105 ST,11,1210,2142	
BEACH 25 ST,01,44581,53017	
BEACH 25 ST,02,40619,47799	
BEACH 25 ST,03,30277,36279	
BEACH 25 ST,04,10382,13680	
BEACH 25 ST,05,12342,16508	
BEACH 25 ST,06,15444,20863	
BEACH 25 ST,07,17680,24552	
BEACH 25 ST,08,17590,24824	
BEACH 25 ST,09,21867,28843	
BEACH 25 ST,10,19806,25824	
BEACH 25 ST,11,13156,17320	
BEACH 36 ST,01,24915,28327	
BEACH 36 ST,02,22926,25453	
BEACH 36 ST,03,17564,20307	
BEACH 36 ST,04,5806,7449	
BEACH 36 ST,05,6806,9609	
BEACH 36 ST,06,8981,12469	
BEACH 36 ST,07,10765,15009	
BEACH 36 ST,08,10723,14640	
BEACH 36 ST,09,12367,16003	
BEACH 36 ST,10,11603,14347	
BEACH 36 ST,11,6050,7439	
BEACH 44 ST,01,18164,21579	
BEACH 44 ST,02,16622,19748	
BEACH 44 ST,03,12949,15366	
BEACH 44 ST,04,4595,6705	
BEACH 44 ST,05,5726,8204	
BEACH 44 ST,06,7239,10417	
BEACH 44 ST,07,8401,12607	
BEACH 44 ST,08,8387,12413	
BEACH 44 ST,09,10354,14488	
BEACH 44 ST,10,9247,12658	
BEACH 44 ST,11,5365,7647	
BEACH 60 ST,01,52916,42478	
BEACH 60 ST,02,47193,37536	
BEACH 60 ST,03,36800,29313	
BEACH 60 ST,04,13403,11483	
BEACH 60 ST,05,15393,13596	
BEACH 60 ST,06,18962,17412	
BEACH 60 ST,07,22997,22070	
BEACH 60 ST,08,20801,19307	
BEACH 60 ST,09,26366,25216	
BEACH 60 ST,10,29348,28017	
BEACH 60 ST,11,24293,26590	
BEACH 67 ST,01,56943,42765	
BEACH 67 ST,02,51857,38123	
BEACH 67 ST,03,38913,30722	
BEACH 67 ST,04,12892,12527	
BEACH 67 ST,05,16274,15796	
BEACH 67 ST,06,22403,21281	
BEACH 67 ST,07,33361,32074	
BEACH 67 ST,08,32694,29784	
BEACH 67 ST,09,34138,29088	
BEACH 67 ST,10,28014,23496	
BEACH 67 ST,11,15739,13379	
BEACH 90 ST,01,19261,18315	
BEACH 90 ST,02,24539,21007	
BEACH 90 ST,03,11783,12840	
BEACH 90 ST,04,2882,4642	
BEACH 90 ST,05,3889,6495	
BEACH 90 ST,06,8104,10424	
BEACH 90 ST,07,14128,15236	
BEACH 90 ST,08,14878,16280	
BEACH 90 ST,09,12774,14181	
BEACH 90 ST,10,7146,9065	
BEACH 90 ST,11,4741,6289	
BEACH 98 ST,01,10205,11028	
BEACH 98 ST,02,10380,10472	
BEACH 98 ST,03,7000,7902	
BEACH 98 ST,04,1838,3294	
BEACH 98 ST,05,2125,4537	
BEACH 98 ST,06,3883,5816	
BEACH 98 ST,07,7487,9469	
BEACH 98 ST,08,6811,8544	
BEACH 98 ST,09,5803,7104	
BEACH 98 ST,10,3684,4998	
BEACH 98 ST,11,2502,3428	
BEDFORD AV,01,613404,392947	
BEDFORD AV,02,605922,371388	
BEDFORD AV,03,290426,200184	
BEDFORD AV,04,26062,31741	
BEDFORD AV,05,40825,57810	
BEDFORD AV,06,80820,109665	
BEDFORD AV,07,131905,165845	
BEDFORD AV,08,100426,110827	
BEDFORD AV,09,191400,229316	
BEDFORD AV,10,224209,270243	
BEDFORD AV,11,146005,175634	
BEDFORD PK BLVD,01,205438,98484	
BEDFORD PK BLVD,02,182819,87719	
BEDFORD PK BLVD,03,114860,76353	
BEDFORD PK BLVD,04,32280,27891	
BEDFORD PK BLVD,05,38521,35528	
BEDFORD PK BLVD,06,45669,41726	
BEDFORD PK BLVD,07,55378,51919	
BEDFORD PK BLVD,08,59549,53352	
BEDFORD PK BLVD,09,79686,70961	
BEDFORD PK BLVD,10,74550,65157	
BEDFORD PK BLVD,11,49142,42158	
BEDFORD-NOSTRAN,01,232471,141750	
BEDFORD-NOSTRAN,02,222206,132521	
BEDFORD-NOSTRAN,03,125968,81256	
BEDFORD-NOSTRAN,04,18792,19083	
BEDFORD-NOSTRAN,05,22007,22467	
BEDFORD-NOSTRAN,06,35073,33313	
BEDFORD-NOSTRAN,07,47844,43106	
BEDFORD-NOSTRAN,08,58386,51136	
BEDFORD-NOSTRAN,09,78241,62581	
BEDFORD-NOSTRAN,10,77443,60467	
BEDFORD-NOSTRAN,11,42809,33936	
BERGEN ST,01,271036,115181	
BERGEN ST,02,239544,125183	
BERGEN ST,03,133758,80003	
BERGEN ST,04,15029,15348	
BERGEN ST,05,16655,16492	
BERGEN ST,06,34266,29175	
BERGEN ST,07,49170,42553	
BERGEN ST,08,50362,50117	
BERGEN ST,09,48043,41595	
BERGEN ST,10,75030,67079	
BERGEN ST,11,48245,43658	
BEVERLEY ROAD,01,93888,92600	
BEVERLEY ROAD,02,76165,73632	
BEVERLEY ROAD,03,49666,48779	
BEVERLEY ROAD,04,11696,13241	
BEVERLEY ROAD,05,14893,16987	
BEVERLEY ROAD,06,21276,21788	
BEVERLEY ROAD,07,27897,28324	
BEVERLEY ROAD,08,29743,30329	
BEVERLEY ROAD,09,39538,39698	
BEVERLEY ROAD,10,35550,36548	
BEVERLEY ROAD,11,22288,23824	
BEVERLY RD,01,110597,24042	
BEVERLY RD,02,107291,23092	
BEVERLY RD,03,71989,15930	
BEVERLY RD,04,19130,4907	
BEVERLY RD,05,22161,5840	
BEVERLY RD,06,28430,7551	
BEVERLY RD,07,34912,8455	
BEVERLY RD,08,36083,8985	
BEVERLY RD,09,45844,11709	
BEVERLY RD,10,43404,11578	
BEVERLY RD,11,29677,7776	
BLEECKER ST,01,400684,163227	
BLEECKER ST,02,378090,158931	
BLEECKER ST,03,184690,88117	
BLEECKER ST,04,21665,17700	
BLEECKER ST,05,26910,19033	
BLEECKER ST,06,40819,24135	
BLEECKER ST,07,62944,34194	
BLEECKER ST,08,67120,37123	
BLEECKER ST,09,91708,46561	
BLEECKER ST,10,90738,44714	
BLEECKER ST,11,60144,30711	
BOROUGH HALL,01,817232,571334	
BOROUGH HALL,02,779323,548830	
BOROUGH HALL,03,432811,314803	
BOROUGH HALL,04,50744,49140	
BOROUGH HALL,05,66745,67557	
BOROUGH HALL,06,108547,104767	
BOROUGH HALL,07,145969,140936	
BOROUGH HALL,08,154239,153119	
BOROUGH HALL,09,199815,185913	
BOROUGH HALL,10,192239,177704	
BOROUGH HALL,11,94302,91060	
BOTANIC GARDEN,01,33738,50203	
BOTANIC GARDEN,02,32893,50202	
BOTANIC GARDEN,03,21244,33245	
BOTANIC GARDEN,04,3826,8395	
BOTANIC GARDEN,05,4124,9043	
BOTANIC GARDEN,06,6557,13375	
BOTANIC GARDEN,07,7586,15899	
BOTANIC GARDEN,08,8226,18495	
BOTANIC GARDEN,09,10918,22714	
BOTANIC GARDEN,10,11058,21682	
BOTANIC GARDEN,11,7054,13459	
BOWERY,01,109050,98121	
BOWERY,02,101703,92606	
BOWERY,03,50327,48346	
BOWERY,04,6021,12351	
BOWERY,05,8337,14306	
BOWERY,06,13655,18258	
BOWERY,07,19271,24032	
BOWERY,08,24185,30613	
BOWERY,09,29664,37730	
BOWERY,10,30908,40875	
BOWERY,11,18758,27419	
BOWLING GREEN,01,565916,437403	
BOWLING GREEN,02,547016,432113	
BOWLING GREEN,03,302771,249157	
BOWLING GREEN,04,32128,37312	
BOWLING GREEN,05,39959,46596	
BOWLING GREEN,06,65437,73428	
BOWLING GREEN,07,90727,100352	
BOWLING GREEN,08,89835,98818	
BOWLING GREEN,09,120745,129040	
BOWLING GREEN,10,114794,120846	
BOWLING GREEN,11,78774,79570	
BRIARWOOD,01,128816,68135	
BRIARWOOD,02,118993,65007	
BRIARWOOD,03,72419,41476	
BRIARWOOD,04,11644,9166	
BRIARWOOD,05,15269,11593	
BRIARWOOD,06,24464,15501	
BRIARWOOD,07,33562,20498	
BRIARWOOD,08,34702,21316	
BRIARWOOD,09,50034,32299	
BRIARWOOD,10,46109,30273	
BRIARWOOD,11,30124,18348	
BRIGHTON BEACH,01,264250,154432	
BRIGHTON BEACH,02,265808,156034	
BRIGHTON BEACH,03,184733,134151	
BRIGHTON BEACH,04,37848,36346	
BRIGHTON BEACH,05,46342,39378	
BRIGHTON BEACH,06,83169,78041	
BRIGHTON BEACH,07,127114,117835	
BRIGHTON BEACH,08,128606,115843	
BRIGHTON BEACH,09,154279,125787	
BRIGHTON BEACH,10,105986,86077	
BRIGHTON BEACH,11,82379,67010	
BROAD CHANNEL,01,7358,1876	
BROAD CHANNEL,02,6825,1591	
BROAD CHANNEL,03,4388,1748	
BROAD CHANNEL,04,940,933	
BROAD CHANNEL,05,1105,1600	
BROAD CHANNEL,06,1735,1550	
BROAD CHANNEL,07,2574,1635	
BROAD CHANNEL,08,2697,1646	
BROAD CHANNEL,09,3291,1680	
BROAD CHANNEL,10,2823,1495	
BROAD CHANNEL,11,1609,780	
BROAD ST,01,189562,71630	
BROAD ST,02,167283,64131	
BROAD ST,03,89756,35621	
BROAD ST,04,10046,7779	
BROAD ST,05,13513,10473	
BROAD ST,06,21504,12587	
BROAD ST,07,30044,16014	
BROAD ST,08,34413,19292	
BROAD ST,09,40485,22018	
BROAD ST,10,39229,21726	
BROAD ST,11,24885,14416	
BROADWAY JCT,01,231208,216060	
BROADWAY JCT,02,213908,204310	
BROADWAY JCT,03,133565,127572	
BROADWAY JCT,04,48976,57783	
BROADWAY JCT,05,57527,69659	
BROADWAY JCT,06,71605,88849	
BROADWAY JCT,07,86204,106567	
BROADWAY JCT,08,85310,109672	
BROADWAY JCT,09,121980,143536	
BROADWAY JCT,10,101700,114089	
BROADWAY JCT,11,68351,75315	
BROADWAY,01,356997,270793	
BROADWAY,02,338367,251242	
BROADWAY,03,180671,137445	
BROADWAY,04,27821,24470	
BROADWAY,05,35946,30470	
BROADWAY,06,59728,46392	
BROADWAY,07,82976,67221	
BROADWAY,08,92347,78177	
BROADWAY,09,122738,108234	
BROADWAY,10,121262,107058	
BROADWAY,11,74138,56099	
BRONX PARK EAST,01,64566,28980	
BRONX PARK EAST,02,53039,23546	
BRONX PARK EAST,03,42632,21392	
BRONX PARK EAST,04,9619,6626	
BRONX PARK EAST,05,12528,9020	
BRONX PARK EAST,06,16785,11018	
BRONX PARK EAST,07,17043,11139	
BRONX PARK EAST,08,19424,12963	
BRONX PARK EAST,09,27882,17914	
BRONX PARK EAST,10,26398,16009	
BRONX PARK EAST,11,14413,9168	
BROOK AV,01,159634,151773	
BROOK AV,02,134171,134081	
BROOK AV,03,104838,113233	
BROOK AV,04,32360,49850	
BROOK AV,05,39420,54232	
BROOK AV,06,49516,70344	
BROOK AV,07,57539,81011	
BROOK AV,08,52820,76879	
BROOK AV,09,75416,98113	
BROOK AV,10,71793,92941	
BROOK AV,11,47431,60931	
BROOKLYN BRIDGE,01,436588,389325	
BROOKLYN BRIDGE,02,413430,355991	
BROOKLYN BRIDGE,03,221650,196761	
BROOKLYN BRIDGE,04,27623,30909	
BROOKLYN BRIDGE,05,32669,36770	
