Station,Month,Entries Month,Exits Month	
GROVE STREET,07,9308,11411	
GROVE STREET,08,5966,7347	
GROVE STREET,09,7062,8981	
GROVE STREET,10,46807,54766	
GROVE STREET,11,15719,19153	
GUN HILL RD,01,155065,175262	
GUN HILL RD,02,97866,108499	
GUN HILL RD,03,70542,83775	
GUN HILL RD,04,29878,38110	
GUN HILL RD,05,32499,46987	
GUN HILL RD,06,43285,50478	
GUN HILL RD,07,42915,54172	
GUN HILL RD,08,47601,63441	
GUN HILL RD,09,64605,89152	
GUN HILL RD,10,56263,95296	
GUN HILL RD,11,25197,45315	
HALSEY ST,01,241766,165294	
HALSEY ST,02,246871,167458	
HALSEY ST,03,144328,100089	
HALSEY ST,04,30722,26467	
HALSEY ST,05,39838,35846	
HALSEY ST,06,59949,52985	
HALSEY ST,07,76896,68676	
HALSEY ST,08,76815,69110	
HALSEY ST,09,97360,87274	
HALSEY ST,10,94119,87093	
HALSEY ST,11,54958,49781	
HARLEM 148 ST,01,96300,97275	
HARLEM 148 ST,02,93654,91216	
HARLEM 148 ST,03,58974,59469	
HARLEM 148 ST,04,10699,12057	
HARLEM 148 ST,05,13335,16095	
HARLEM 148 ST,06,16973,19572	
HARLEM 148 ST,07,23791,27123	
HARLEM 148 ST,08,27606,33834	
HARLEM 148 ST,09,37425,41896	
HARLEM 148 ST,10,36698,39931	
HARLEM 148 ST,11,23876,26386	
HARRISON,01,288403,64053	
HARRISON,02,221193,78347	
HARRISON,03,374175,264959	
HARRISON,04,18010,59252	
HARRISON,05,8736,162257	
HARRISON,06,102148,99722	
HARRISON,07,29995,111062	
HARRISON,08,5850,7505	
HARRISON,09,3140,4363	
HARRISON,10,95840,139194	
HARRISON,11,8126,64694	
HEWES ST,01,95297,86802	
HEWES ST,02,94924,85891	
HEWES ST,03,56805,50457	
HEWES ST,04,9786,11557	
HEWES ST,05,13534,14467	
HEWES ST,06,19355,19810	
HEWES ST,07,25661,26423	
HEWES ST,08,22924,23105	
HEWES ST,09,34349,34447	
HEWES ST,10,30820,31783	
HEWES ST,11,19975,21733	
HIGH ST,01,241967,163472	
HIGH ST,02,245799,183602	
HIGH ST,03,120259,87672	
HIGH ST,04,10645,9147	
HIGH ST,05,16308,13133	
HIGH ST,06,28977,21506	
HIGH ST,07,37624,27086	
HIGH ST,08,44981,33630	
HIGH ST,09,64233,45597	
HIGH ST,10,59175,42765	
HIGH ST,11,35108,26484	
HOUSTON ST,01,360962,248405	
HOUSTON ST,02,300947,214942	
HOUSTON ST,03,166332,119043	
HOUSTON ST,04,15176,14272	
HOUSTON ST,05,18765,16773	
HOUSTON ST,06,33588,26549	
HOUSTON ST,07,49232,40040	
HOUSTON ST,08,52752,46975	
HOUSTON ST,09,69118,62719	
HOUSTON ST,10,68631,65674	
HOUSTON ST,11,41796,36832	
HOWARD BCH JFK,01,96973,79692	
HOWARD BCH JFK,02,83960,66447	
HOWARD BCH JFK,03,45843,35480	
HOWARD BCH JFK,04,8226,6253	
HOWARD BCH JFK,05,7911,5969	
HOWARD BCH JFK,06,11859,10068	
HOWARD BCH JFK,07,17221,13919	
HOWARD BCH JFK,08,25093,20391	
HOWARD BCH JFK,09,23023,18543	
HOWARD BCH JFK,10,27919,13068	
HOWARD BCH JFK,11,17709,7214	
HOYT ST,01,112287,90059	
HOYT ST,02,111156,88630	
HOYT ST,03,40324,32634	
HOYT ST,04,8902,11000	
HOYT ST,05,12381,13639	
HOYT ST,06,15421,16282	
HOYT ST,07,27816,29689	
HOYT ST,08,28729,31435	
HOYT ST,09,37903,38299	
HOYT ST,10,37322,37088	
HOYT ST,11,24724,24667	
HOYT-SCHER,01,308135,265931	
HOYT-SCHER,02,276502,237122	
HOYT-SCHER,03,162902,152214	
HOYT-SCHER,04,23907,31000	
HOYT-SCHER,05,31856,41091	
HOYT-SCHER,06,53590,66208	
HOYT-SCHER,07,73803,91595	
HOYT-SCHER,08,77104,96654	
HOYT-SCHER,09,101446,119976	
HOYT-SCHER,10,95631,111752	
HOYT-SCHER,11,61979,74062	
HUNTERS PT AV,01,153844,126367	
HUNTERS PT AV,02,138414,112844	
HUNTERS PT AV,03,90677,79187	
HUNTERS PT AV,04,12843,17108	
HUNTERS PT AV,05,13921,24478	
HUNTERS PT AV,06,26910,31545	
HUNTERS PT AV,07,34177,38638	
HUNTERS PT AV,08,34255,39714	
HUNTERS PT AV,09,47121,51396	
HUNTERS PT AV,10,43696,47953	
HUNTERS PT AV,11,28663,31423	
HUNTS POINT AV,01,190425,247052	
HUNTS POINT AV,02,149529,172522	
HUNTS POINT AV,03,127682,178597	
HUNTS POINT AV,04,43690,66524	
HUNTS POINT AV,05,55157,72363	
HUNTS POINT AV,06,64160,91720	
HUNTS POINT AV,07,75456,103394	
HUNTS POINT AV,08,76421,110693	
HUNTS POINT AV,09,101741,129433	
HUNTS POINT AV,10,104404,131255	
HUNTS POINT AV,11,65885,79763	
INTERVALE AV,01,81071,90301	
INTERVALE AV,02,77811,84249	
INTERVALE AV,03,53181,54268	
INTERVALE AV,04,16447,22745	
INTERVALE AV,05,20096,27849	
INTERVALE AV,06,23560,33904	
INTERVALE AV,07,26281,37731	
INTERVALE AV,08,27474,37370	
INTERVALE AV,09,35904,43833	
INTERVALE AV,10,34667,39815	
INTERVALE AV,11,22814,30016	
INWOOD-207 ST,01,262153,131957	
INWOOD-207 ST,02,276674,145116	
INWOOD-207 ST,03,151982,78474	
INWOOD-207 ST,04,31101,23854	
INWOOD-207 ST,05,30532,23782	
INWOOD-207 ST,06,49995,36340	
INWOOD-207 ST,07,49935,34326	
INWOOD-207 ST,08,70749,49168	
INWOOD-207 ST,09,89999,59678	
INWOOD-207 ST,10,86536,58426	
INWOOD-207 ST,11,55016,37628	
JACKSON AV,01,130603,30841	
JACKSON AV,02,115823,24498	
JACKSON AV,03,84068,18702	
JACKSON AV,04,23794,9135	
JACKSON AV,05,29469,9977	
JACKSON AV,06,36745,12296	
JACKSON AV,07,41568,14354	
JACKSON AV,08,40051,15258	
JACKSON AV,09,52476,17640	
JACKSON AV,10,50327,15328	
JACKSON AV,11,34545,9946	
JAMAICA 179 ST,01,506002,219885	
JAMAICA 179 ST,02,477074,205425	
JAMAICA 179 ST,03,307742,142447	
JAMAICA 179 ST,04,60980,42883	
JAMAICA 179 ST,05,77473,51965	
JAMAICA 179 ST,06,121135,71621	
JAMAICA 179 ST,07,162062,86380	
JAMAICA 179 ST,08,160035,92925	
JAMAICA 179 ST,09,217338,130949	
JAMAICA 179 ST,10,215147,129986	
JAMAICA 179 ST,11,139401,84978	
JAMAICA CENTER,01,800482,789705	
JAMAICA CENTER,02,770849,758545	
JAMAICA CENTER,03,533391,535491	
JAMAICA CENTER,04,135004,166282	
JAMAICA CENTER,05,159713,203877	
JAMAICA CENTER,06,221739,277818	
JAMAICA CENTER,07,268945,346323	
JAMAICA CENTER,08,169950,232948	
JAMAICA CENTER,09,281225,327778	
JAMAICA CENTER,10,139601,164863	
JAMAICA CENTER,11,195983,215832	
JAMAICA VAN WK,01,120150,130165	
JAMAICA VAN WK,02,104337,115385	
JAMAICA VAN WK,03,71809,80160	
JAMAICA VAN WK,04,15927,20153	
JAMAICA VAN WK,05,21339,26102	
JAMAICA VAN WK,06,32451,39220	
JAMAICA VAN WK,07,40754,49930	
JAMAICA VAN WK,08,42153,54799	
JAMAICA VAN WK,09,107944,124431	
JAMAICA VAN WK,10,154149,164118	
JAMAICA VAN WK,11,35659,41045	
JAY ST-METROTEC,01,472991,307032	
JAY ST-METROTEC,02,766320,515455	
JAY ST-METROTEC,03,459614,319098	
JAY ST-METROTEC,04,65963,59857	
JAY ST-METROTEC,05,82463,75961	
JAY ST-METROTEC,06,124584,113644	
JAY ST-METROTEC,07,152186,148667	
JAY ST-METROTEC,08,176342,180415	
JAY ST-METROTEC,09,218506,214639	
JAY ST-METROTEC,10,196632,193758	
JAY ST-METROTEC,11,138740,134441	
JEFFERSON ST,01,183928,46358	
JEFFERSON ST,02,169760,42299	
JEFFERSON ST,03,98670,27184	
JEFFERSON ST,04,13305,6070	
JEFFERSON ST,05,20269,8612	
JEFFERSON ST,06,35559,13068	
JEFFERSON ST,07,52014,19319	
JEFFERSON ST,08,58030,21036	
JEFFERSON ST,09,66317,22441	
JEFFERSON ST,10,65664,23915	
JEFFERSON ST,11,40859,15147	
JFK JAMAICA CT1,01,273351,211388	
JFK JAMAICA CT1,02,206811,165169	
JFK JAMAICA CT1,03,107631,68580	
JFK JAMAICA CT1,04,17685,8125	
JFK JAMAICA CT1,05,21110,7974	
JFK JAMAICA CT1,06,31245,11985	
JFK JAMAICA CT1,07,30412,16841	
JFK JAMAICA CT1,08,49322,20961	
JFK JAMAICA CT1,09,48510,21425	
JFK JAMAICA CT1,10,24318,44927	
JFK JAMAICA CT1,11,11779,37237	
JKSN HT-ROOSVLT,01,1321552,1004080	
JKSN HT-ROOSVLT,02,1127330,866906	
JKSN HT-ROOSVLT,03,689205,556295	
JKSN HT-ROOSVLT,04,127178,109693	
JKSN HT-ROOSVLT,05,165171,143696	
JKSN HT-ROOSVLT,06,311542,265833	
JKSN HT-ROOSVLT,07,434637,380161	
JKSN HT-ROOSVLT,08,338211,318627	
JKSN HT-ROOSVLT,09,392428,346686	
JKSN HT-ROOSVLT,10,524168,459810	
JKSN HT-ROOSVLT,11,341229,301048	
JOURNAL SQUARE,01,136144,113906	
JOURNAL SQUARE,02,19421,60358	
JOURNAL SQUARE,03,60416,65623	
JOURNAL SQUARE,04,20026,40729	
JOURNAL SQUARE,05,67849,83091	
JOURNAL SQUARE,06,73630,57309	
JOURNAL SQUARE,07,44594,40856	
JOURNAL SQUARE,08,67111,81545	
JOURNAL SQUARE,09,107051,90958	
JOURNAL SQUARE,10,88595,105530	
JOURNAL SQUARE,11,7144,7105	
JUNCTION BLVD,01,562945,503006	
JUNCTION BLVD,02,531789,473694	
JUNCTION BLVD,03,311625,306267	
JUNCTION BLVD,04,60899,65073	
JUNCTION BLVD,05,95860,103946	
JUNCTION BLVD,06,169083,198781	
JUNCTION BLVD,07,243882,287399	
JUNCTION BLVD,08,257558,295171	
JUNCTION BLVD,09,312208,325435	
JUNCTION BLVD,10,307501,300052	
JUNCTION BLVD,11,200681,215542	
JUNIUS ST,01,60207,77365	
JUNIUS ST,02,56055,72792	
JUNIUS ST,03,40427,53313	
JUNIUS ST,04,13287,20474	
JUNIUS ST,05,16561,25705	
JUNIUS ST,06,19926,31136	
JUNIUS ST,07,22152,36653	
JUNIUS ST,08,21719,36162	
JUNIUS ST,09,27454,43008	
JUNIUS ST,10,25026,39194	
JUNIUS ST,11,16883,26065	
KEW GARDENS,01,616209,614263	
KEW GARDENS,02,580886,585002	
KEW GARDENS,03,334093,338863	
KEW GARDENS,04,57371,68376	
KEW GARDENS,05,74217,89146	
KEW GARDENS,06,122980,141658	
KEW GARDENS,07,169624,192448	
KEW GARDENS,08,157379,184890	
KEW GARDENS,09,234887,257595	
KEW GARDENS,10,235482,255118	
KEW GARDENS,11,156232,170992	
KINGS HWY,01,447875,427829	
KINGS HWY,02,381263,352470	
KINGS HWY,03,270222,261128	
KINGS HWY,04,51273,55159	
KINGS HWY,05,67974,71327	
KINGS HWY,06,115977,117652	
KINGS HWY,07,129681,136955	
KINGS HWY,08,162046,169876	
KINGS HWY,09,209632,219412	
KINGS HWY,10,139147,149308	
KINGS HWY,11,101197,110895	
KINGSBRIDGE RD,01,332116,227425	
KINGSBRIDGE RD,02,327550,224259	
KINGSBRIDGE RD,03,227905,165586	
KINGSBRIDGE RD,04,60506,68815	
KINGSBRIDGE RD,05,80737,103173	
KINGSBRIDGE RD,06,84420,93278	
KINGSBRIDGE RD,07,109037,113580	
KINGSBRIDGE RD,08,108989,111184	
KINGSBRIDGE RD,09,144791,130067	
KINGSBRIDGE RD,10,141266,124782	
KINGSBRIDGE RD,11,93253,82888	
KINGSTON AV,01,122561,111136	
KINGSTON AV,02,120868,106144	
KINGSTON AV,03,69334,66565	
KINGSTON AV,04,14333,17761	
KINGSTON AV,05,17044,21814	
KINGSTON AV,06,24462,30511	
KINGSTON AV,07,32064,38645	
KINGSTON AV,08,31024,40040	
KINGSTON AV,09,45195,54150	
KINGSTON AV,10,44749,52568	
KINGSTON AV,11,29950,35189	
KINGSTON-THROOP,01,179133,175644	
KINGSTON-THROOP,02,155880,153121	
KINGSTON-THROOP,03,75150,80627	
KINGSTON-THROOP,04,17152,30285	
KINGSTON-THROOP,05,20847,33208	
KINGSTON-THROOP,06,29430,43849	
KINGSTON-THROOP,07,37110,54919	
KINGSTON-THROOP,08,28339,41550	
KINGSTON-THROOP,09,51497,65640	
KINGSTON-THROOP,10,48508,62775	
KINGSTON-THROOP,11,31754,41108	
KNICKERBOCKER,01,137808,148286	
KNICKERBOCKER,02,138009,149378	
KNICKERBOCKER,03,80828,89200	
KNICKERBOCKER,04,13795,17083	
KNICKERBOCKER,05,18775,23823	
KNICKERBOCKER,06,28095,34771	
KNICKERBOCKER,07,34385,41501	
KNICKERBOCKER,08,35690,44376	
KNICKERBOCKER,09,47901,56335	
KNICKERBOCKER,10,43406,51860	
KNICKERBOCKER,11,26012,33108	
KOSCIUSZKO ST,01,149835,56223	
KOSCIUSZKO ST,02,141593,53600	
KOSCIUSZKO ST,03,85923,40296	
KOSCIUSZKO ST,04,15115,14926	
KOSCIUSZKO ST,05,20030,18965	
KOSCIUSZKO ST,06,29898,25011	
KOSCIUSZKO ST,07,40006,32196	
KOSCIUSZKO ST,08,44418,33640	
KOSCIUSZKO ST,09,52102,37817	
KOSCIUSZKO ST,10,51256,35670	
KOSCIUSZKO ST,11,33393,23219	
LACKAWANNA,01,191496,230465	
LACKAWANNA,02,362934,234916	
LACKAWANNA,03,187072,255393	
LACKAWANNA,04,143415,289351	
LACKAWANNA,05,268589,325962	
LACKAWANNA,06,202635,157760	
LACKAWANNA,07,81134,90275	
LACKAWANNA,08,54962,48992	
LACKAWANNA,09,279236,140068	
LACKAWANNA,10,120464,115060	
LACKAWANNA,11,116686,77799	
LAFAYETTE AV,01,64379,59046	
LAFAYETTE AV,02,58548,53091	
LAFAYETTE AV,03,26414,20871	
LAFAYETTE AV,04,9131,8165	
LAFAYETTE AV,05,10415,9958	
LAFAYETTE AV,06,15575,14723	
LAFAYETTE AV,07,18878,19119	
LAFAYETTE AV,08,20304,21470	
LAFAYETTE AV,09,28232,28007	
LAFAYETTE AV,10,28229,27008	
LAFAYETTE AV,11,17874,16560	
LEXINGTON AV/53,01,641253,868112	
LEXINGTON AV/53,02,489727,658653	
LEXINGTON AV/53,03,280786,425467	
LEXINGTON AV/53,04,28939,49770	
LEXINGTON AV/53,05,37137,63290	
LEXINGTON AV/53,06,70566,110559	
LEXINGTON AV/53,07,104234,157376	
LEXINGTON AV/53,08,107455,165978	
LEXINGTON AV/53,09,123972,176743	
LEXINGTON AV/53,10,117553,175843	
LEXINGTON AV/53,11,93897,142211	
LEXINGTON AV/63,01,429313,415599	
LEXINGTON AV/63,02,433253,410850	
LEXINGTON AV/63,03,227694,216995	
LEXINGTON AV/63,04,33713,39617	
LEXINGTON AV/63,05,43556,49247	
LEXINGTON AV/63,06,62911,66760	
LEXINGTON AV/63,07,103245,110364	
LEXINGTON AV/63,08,113871,124721	
LEXINGTON AV/63,09,146853,160967	
LEXINGTON AV/63,10,129840,138169	
LEXINGTON AV/63,11,90953,96310	
LIBERTY AV,01,72230,38648	
LIBERTY AV,02,68059,36272	
LIBERTY AV,03,42832,25155	
LIBERTY AV,04,12201,11629	
LIBERTY AV,05,15267,13581	
LIBERTY AV,06,17598,15403	
LIBERTY AV,07,20424,17908	
LIBERTY AV,08,46258,60489	
LIBERTY AV,09,29125,22092	
LIBERTY AV,10,27827,20366	
LIBERTY AV,11,18602,13825	
LIVONIA AV,01,77566,64886	
LIVONIA AV,02,73234,58665	
LIVONIA AV,03,55702,46019	
LIVONIA AV,04,19761,19542	
LIVONIA AV,05,22790,23597	
LIVONIA AV,06,26758,28150	
LIVONIA AV,07,29667,32566	
LIVONIA AV,08,29344,33775	
LIVONIA AV,09,27082,29159	
LIVONIA AV,10,33485,34759	
LIVONIA AV,11,19511,20133	
LONGWOOD AV,01,60788,44709	
LONGWOOD AV,02,34082,41633	
LONGWOOD AV,03,22703,32745	
LONGWOOD AV,04,10399,18279	
LONGWOOD AV,05,17192,23345	
LONGWOOD AV,06,23810,32069	
LONGWOOD AV,07,28363,38693	
LONGWOOD AV,08,28992,40280	
LONGWOOD AV,09,39452,48971	
LONGWOOD AV,10,37368,46792	
LONGWOOD AV,11,24598,29301	
LORIMER ST,01,284126,146836	
LORIMER ST,02,292655,146371	
LORIMER ST,03,142973,81674	
LORIMER ST,04,21988,21009	
LORIMER ST,05,30993,27877	
LORIMER ST,06,47925,40536	
LORIMER ST,07,58964,48925	
LORIMER ST,08,52107,41492	
LORIMER ST,09,87037,66354	
LORIMER ST,10,83682,63130	
LORIMER ST,11,55149,42105	
MARBLE HILL-225,01,120824,32982	
MARBLE HILL-225,02,109499,26374	
MARBLE HILL-225,03,79402,18737	
MARBLE HILL-225,04,21058,5609	
MARBLE HILL-225,05,27042,6579	
MARBLE HILL-225,06,35665,8916	
MARBLE HILL-225,07,43529,10651	
MARBLE HILL-225,08,44964,11415	
MARBLE HILL-225,09,63132,15241	
MARBLE HILL-225,10,59205,15288	
MARBLE HILL-225,11,38703,9661	
MARCY AV,01,370782,306165	
MARCY AV,02,384658,320926	
MARCY AV,03,209790,187138	
MARCY AV,04,36407,44386	
MARCY AV,05,49564,58046	
MARCY AV,06,69915,87324	
MARCY AV,07,78263,94504	
MARCY AV,08,85668,103529	
MARCY AV,09,109139,127710	
MARCY AV,10,113058,130163	
MARCY AV,11,73327,88759	
METROPOLITAN AV,01,215244,171902	
METROPOLITAN AV,02,196836,131129	
METROPOLITAN AV,03,92751,56636	
METROPOLITAN AV,04,13894,12237	
METROPOLITAN AV,05,18096,15807	
METROPOLITAN AV,06,33543,25192	
METROPOLITAN AV,07,50474,34961	
METROPOLITAN AV,08,48560,36220	
METROPOLITAN AV,09,65412,42814	
METROPOLITAN AV,10,61348,40323	
METROPOLITAN AV,11,41458,31438	
METS-WILLETS PT,01,71185,67760	
METS-WILLETS PT,02,58576,48871	
METS-WILLETS PT,03,25241,27026	
METS-WILLETS PT,04,7469,10804	
METS-WILLETS PT,05,12100,18482	
METS-WILLETS PT,06,22752,30901	
METS-WILLETS PT,07,27970,36489	
METS-WILLETS PT,08,33240,41210	
METS-WILLETS PT,09,36618,43821	
METS-WILLETS PT,10,27370,34076	
METS-WILLETS PT,11,14588,18237	
MIDDLETOWN RD,01,49701,48357	
MIDDLETOWN RD,02,46931,46096	
MIDDLETOWN RD,03,31136,32492	
MIDDLETOWN RD,04,6544,8910	
MIDDLETOWN RD,05,8275,11227	
MIDDLETOWN RD,06,11597,15008	
MIDDLETOWN RD,07,15073,19280	
MIDDLETOWN RD,08,15400,20316	
MIDDLETOWN RD,09,19103,23305	
MIDDLETOWN RD,10,18397,22536	
MIDDLETOWN RD,11,12331,15101	
MONTROSE AV,01,165868,91855	
MONTROSE AV,02,151307,82324	
MONTROSE AV,03,89904,56771	
MONTROSE AV,04,16330,16596	
MONTROSE AV,05,21459,22319	
MONTROSE AV,06,34056,34602	
MONTROSE AV,07,47246,48319	
MONTROSE AV,08,50739,52304	
MONTROSE AV,09,63412,63510	
MONTROSE AV,10,59481,63627	
MONTROSE AV,11,37709,40966	
MORGAN AV,01,176164,98208	
MORGAN AV,02,161797,87822	
MORGAN AV,03,91780,61070	
MORGAN AV,04,13769,18496	
MORGAN AV,05,18613,22505	
MORGAN AV,06,31425,32664	
MORGAN AV,07,49424,49962	
MORGAN AV,08,54834,54861	
MORGAN AV,09,56293,51298	
MORGAN AV,10,56726,58490	
MORGAN AV,11,38842,39347	
MORISN AV/SNDVW,01,164669,155322	
MORISN AV/SNDVW,02,142886,134637	
MORISN AV/SNDVW,03,112004,110688	
MORISN AV/SNDVW,04,31768,43143	
MORISN AV/SNDVW,05,37280,46806	
MORISN AV/SNDVW,06,50607,65464	
MORISN AV/SNDVW,07,60276,79656	
MORISN AV/SNDVW,08,61044,79001	
MORISN AV/SNDVW,09,78846,92812	
MORISN AV/SNDVW,10,74705,86103	
MORISN AV/SNDVW,11,48216,56457	
MORRIS PARK,01,61657,62890	
MORRIS PARK,02,54607,54705	
MORRIS PARK,03,32902,34838	
MORRIS PARK,04,6857,8944	
MORRIS PARK,05,8601,9891	
MORRIS PARK,06,12827,16262	
MORRIS PARK,07,19251,25829	
MORRIS PARK,08,18285,20441	
MORRIS PARK,09,24447,28039	
MORRIS PARK,10,22712,26801	
MORRIS PARK,11,15903,21479	
MOSHOLU PKWY,01,205517,70253	
MOSHOLU PKWY,02,192031,63816	
MOSHOLU PKWY,03,132470,47872	
MOSHOLU PKWY,04,43671,21564	
MOSHOLU PKWY,05,52445,26791	
MOSHOLU PKWY,06,64303,31955	
MOSHOLU PKWY,07,77486,37680	
MOSHOLU PKWY,08,76419,38025	
MOSHOLU PKWY,09,99402,42618	
MOSHOLU PKWY,10,95111,38220	
MOSHOLU PKWY,11,64003,25048	
MT EDEN AV,01,128485,84355	
MT EDEN AV,02,120710,79558	
MT EDEN AV,03,90856,66157	
MT EDEN AV,04,31826,32108	
MT EDEN AV,05,37486,37450	
MT EDEN AV,06,46325,44295	
MT EDEN AV,07,50221,51484	
MT EDEN AV,08,48496,49041	
MT EDEN AV,09,62748,59893	
MT EDEN AV,10,56654,52557	
MT EDEN AV,11,39037,34967	
MYRTLE AV,01,334101,209052	
MYRTLE AV,02,322364,196092	
MYRTLE AV,03,190181,135573	
MYRTLE AV,04,36622,44568	
MYRTLE AV,05,41860,47530	
MYRTLE AV,06,64154,70410	
MYRTLE AV,07,80283,82650	
MYRTLE AV,08,87592,88950	
MYRTLE AV,09,107508,102946	
MYRTLE AV,10,99163,93484	
MYRTLE AV,11,66815,62051	
MYRTLE-WILLOUGH,01,158426,87001	
MYRTLE-WILLOUGH,02,144840,78547	
MYRTLE-WILLOUGH,03,91533,52806	
MYRTLE-WILLOUGH,04,17793,13256	
MYRTLE-WILLOUGH,05,22761,17707	
MYRTLE-WILLOUGH,06,32954,23808	
MYRTLE-WILLOUGH,07,43582,30403	
MYRTLE-WILLOUGH,08,48582,34111	
MYRTLE-WILLOUGH,09,61998,41776	
MYRTLE-WILLOUGH,10,54399,36259	
MYRTLE-WILLOUGH,11,31756,23262	
MYRTLE-WYCKOFF,01,488143,308474	
MYRTLE-WYCKOFF,02,382798,237202	
MYRTLE-WYCKOFF,03,287685,202343	
MYRTLE-WYCKOFF,04,62740,64415	
MYRTLE-WYCKOFF,05,85732,86295	
MYRTLE-WYCKOFF,06,132113,126032	
MYRTLE-WYCKOFF,07,170575,163173	
MYRTLE-WYCKOFF,08,184896,176691	
MYRTLE-WYCKOFF,09,198783,177201	
MYRTLE-WYCKOFF,10,208156,186965	
MYRTLE-WYCKOFF,11,137907,123043	
NASSAU AV,01,269648,279045	
NASSAU AV,02,259250,270181	
NASSAU AV,03,137744,147074	
NASSAU AV,04,14547,22188	
NASSAU AV,05,20182,30344	
NASSAU AV,06,37591,50037	
NASSAU AV,07,57216,75189	
NASSAU AV,08,64754,85480	
NASSAU AV,09,86025,108296	
NASSAU AV,10,69504,95776	
NASSAU AV,11,53584,71066	
NECK RD,01,115160,34639	
NECK RD,02,106826,31689	
NECK RD,03,65345,19500	
NECK RD,04,12058,3747	
NECK RD,05,15547,4706	
NECK RD,06,25494,7836	
NECK RD,07,34608,11465	
NECK RD,08,37478,12431	
NECK RD,09,48446,15585	
NECK RD,10,40807,13110	
NECK RD,11,28491,9657	
NEPTUNE AV,01,35414,14055	
NEPTUNE AV,02,37065,15245	
NEPTUNE AV,03,24572,11142	
NEPTUNE AV,04,6186,3675	
NEPTUNE AV,05,6612,3967	
NEPTUNE AV,06,8136,4598	
NEPTUNE AV,07,10472,5784	
NEPTUNE AV,08,10182,6066	
NEPTUNE AV,09,13682,7393	
NEPTUNE AV,10,13158,7153	
NEPTUNE AV,11,8156,4382	
NEREID AV,01,84477,37639	
NEREID AV,02,80728,35379	
NEREID AV,03,52943,24978	
NEREID AV,04,14526,10200	
NEREID AV,05,17460,12933	
NEREID AV,06,23380,15996	
NEREID AV,07,21610,13833	
NEREID AV,08,27389,18399	
NEREID AV,09,40193,22434	
NEREID AV,10,38027,20377	
NEREID AV,11,21519,12119	
NEVINS ST,01,242389,246231	
NEVINS ST,02,224866,228591	
NEVINS ST,03,150918,163176	
NEVINS ST,04,32603,43590	
NEVINS ST,05,38344,54832	
NEVINS ST,06,39922,56662	
NEVINS ST,07,62377,88075	
NEVINS ST,08,59737,77375	
NEVINS ST,09,79068,85503	
NEVINS ST,10,70009,88612	
NEVINS ST,11,44801,58839	
NEW LOTS AV,01,142462,154589	
NEW LOTS AV,02,130450,143420	
NEW LOTS AV,03,101398,113426	
NEW LOTS AV,04,36068,46460	
NEW LOTS AV,05,38936,51856	
NEW LOTS AV,06,50688,66795	
NEW LOTS AV,07,57049,75274	
NEW LOTS AV,08,54486,76076	
NEW LOTS AV,09,68660,88590	
NEW LOTS AV,10,64516,80762	
NEW LOTS AV,11,42573,54171	
NEW LOTS,01,104357,115671	
NEW LOTS,02,97190,105232	
NEW LOTS,03,73146,84472	
NEW LOTS,04,25665,36794	
NEW LOTS,05,28582,43551	
NEW LOTS,06,32896,51392	
NEW LOTS,07,39304,60966	
NEW LOTS,08,38640,60851	
NEW LOTS,09,40902,56600	
NEW LOTS,10,44080,61986	
NEW LOTS,11,29428,41852	
NEW UTRECHT AV,01,134477,103203	
NEW UTRECHT AV,02,123549,94297	
NEW UTRECHT AV,03,76694,59542	
NEW UTRECHT AV,04,14775,13823	
NEW UTRECHT AV,05,20108,19514	
NEW UTRECHT AV,06,33891,31497	
NEW UTRECHT AV,07,43137,39674	
NEW UTRECHT AV,08,45638,41187	
NEW UTRECHT AV,09,59755,52390	
NEW UTRECHT AV,10,51223,43925	
NEW UTRECHT AV,11,39347,33730	
NEWARK BM BW,01,111405,33993	
NEWARK BM BW,02,197492,48737	
NEWARK BM BW,03,285153,85183	
NEWARK BM BW,04,261342,63552	
NEWARK BM BW,05,335520,25506	
NEWARK BM BW,06,83858,7438	
NEWARK BM BW,07,232080,69381	
NEWARK BM BW,08,201021,21463	
NEWARK BM BW,09,226421,17908	
NEWARK BM BW,10,507017,104074	
NEWARK BM BW,11,161726,13383	
NEWARK C,01,405365,149980	
NEWARK C,02,390477,27665	
NEWARK C,03,450190,33270	
NEWARK C,04,619730,52021	
NEWARK C,05,407776,50455	
NEWARK C,06,316513,67261	
NEWARK C,07,176815,34879	
NEWARK C,08,206456,29787	
NEWARK C,09,515540,116477	
NEWARK C,10,266768,152148	
NEWARK C,11,160731,131916	
NEWARK HM HE,01,6912,180634	
NEWARK HM HE,02,34594,369295	
NEWARK HM HE,03,12414,125729	
NEWARK HM HE,05,380,10691	
NEWARK HM HE,06,2053,29755	
NEWARK HM HE,07,2,5113	
NEWARK HM HE,08,26957,291160	
NEWARK HM HE,09,10971,126375	
NEWARK HM HE,10,21718,107749	
NEWARK HM HE,11,108,14145	
NEWARK HW BMEBE,01,192029,64053	
NEWARK HW BMEBE,02,1337,2753	
NEWARK HW BMEBE,03,57188,28844	
NEWARK HW BMEBE,04,97359,17924	
NEWARK HW BMEBE,05,192051,19292	
NEWARK HW BMEBE,06,2993,11137	
NEWARK HW BMEBE,07,167924,26012	
NEWARK HW BMEBE,08,125289,53613	
NEWARK HW BMEBE,09,30394,56360	
NEWARK HW BMEBE,10,160305,62786	
NEWARK HW BMEBE,11,15111,12886	
NEWKIRK AV,01,185461,125272	
