Station,Month,Entries Month,Exits Month
1 AV,1,553395,"628004	"
1 AV,2,272496,"308305	"
1 AV,3,421835,"461699	"
1 AV,4,523097,"586247	"
1 AV,5,474714,"540781	"
1 AV,6,320863,"358469	"
1 AV,7,422904,"475232	"
1 AV,8,291362,"330751	"
1 AV,9,408081,"453510	"
1 AV,10,448920,"493346	"
1 AV,11,412357,"458613	"
1 AV,12,360123,"409574	"
103 ST,1,303093,"205415	"
103 ST,2,296997,"191862	"
103 ST,3,310721,"207847	"
103 ST,4,322303,"213004	"
103 ST,5,337376,"222577	"
103 ST,6,277840,"182222	"
103 ST,7,257391,"171409	"
103 ST,8,294220,"200261	"
103 ST,9,329880,"212147	"
103 ST,10,320260,"213663	"
103 ST,11,281267,"175215	"
103 ST,12,251016,"147463	"
103 ST-CORONA,1,518099,"388386	"
103 ST-CORONA,2,363900,"270715	"
103 ST-CORONA,3,507056,"385608	"
103 ST-CORONA,4,540793,"402654	"
103 ST-CORONA,5,565547,"408181	"
103 ST-CORONA,6,382919,"276216	"
103 ST-CORONA,7,518290,"398833	"
103 ST-CORONA,8,390386,"302963	"
103 ST-CORONA,9,551420,"412263	"
103 ST-CORONA,10,582795,"430787	"
103 ST-CORONA,11,538878,"405496	"
103 ST-CORONA,12,461952,"351905	"
104 ST,1,23161,"3106	"
104 ST,2,28990,"3575	"
104 ST,3,31343,"3391	"
104 ST,4,33025,"4046	"
104 ST,5,31470,"3635	"
104 ST,6,32517,"4721	"
104 ST,7,27334,"5719	"
104 ST,8,28951,"4927	"
104 ST,9,29003,"6039	"
104 ST,10,39670,"20716	"
104 ST,11,48648,"30128	"
104 ST,12,42692,"28216	"
110 ST,1,279989,"250865	"
110 ST,2,266644,"238333	"
110 ST,3,257355,"233466	"
110 ST,4,280063,"252804	"
110 ST,5,297438,"267230	"
110 ST,6,275709,"250069	"
110 ST,7,249735,"242291	"
110 ST,8,262841,"250928	"
110 ST,9,281636,"254398	"
110 ST,10,284552,"253555	"
110 ST,11,278453,"254193	"
110 ST,12,237822,"216287	"
111 ST,1,290213,"175171	"
111 ST,2,303765,"203846	"
111 ST,3,277467,"195312	"
111 ST,4,333114,"235827	"
111 ST,5,347904,"229297	"
111 ST,6,329504,"208778	"
111 ST,7,331200,"206169	"
111 ST,8,335833,"214125	"
111 ST,9,327403,"209500	"
111 ST,10,433741,"205015	"
111 ST,11,415061,"198873	"
111 ST,12,279755,"178144	"
116 ST,1,317157,"230015	"
116 ST,2,210181,"135850	"
116 ST,3,310980,"224517	"
116 ST,4,347222,"232995	"
116 ST,5,314854,"216247	"
116 ST,6,263717,"186053	"
116 ST,7,384316,"244780	"
116 ST,8,293726,"206485	"
116 ST,9,390433,"271165	"
116 ST,10,329914,"213981	"
116 ST,11,368578,"236535	"
116 ST,12,396531,"241076	"
116 ST-COLUMBIA,1,315880,"170043	"
116 ST-COLUMBIA,2,300052,"152686	"
116 ST-COLUMBIA,3,379363,"196543	"
116 ST-COLUMBIA,4,511361,"226175	"
116 ST-COLUMBIA,5,337347,"177782	"
116 ST-COLUMBIA,6,258930,"139596	"
116 ST-COLUMBIA,7,291336,"153161	"
116 ST-COLUMBIA,8,283537,"146542	"
116 ST-COLUMBIA,9,429100,"212351	"
116 ST-COLUMBIA,10,475103,"235163	"
116 ST-COLUMBIA,11,401068,"203683	"
116 ST-COLUMBIA,12,281527,"141947	"
121 ST,1,56891,"29504	"
121 ST,2,50661,"29533	"
121 ST,3,52241,"33674	"
121 ST,4,63687,"49363	"
121 ST,5,60986,"41733	"
121 ST,6,58889,"39298	"
121 ST,7,59505,"40602	"
121 ST,8,53949,"36919	"
121 ST,9,55815,"36317	"
121 ST,10,63143,"41130	"
121 ST,11,58898,"37799	"
121 ST,12,47443,"29748	"
125 ST,1,865919,"678247	"
125 ST,2,690687,"543571	"
125 ST,3,956770,"725893	"
125 ST,4,894980,"771681	"
125 ST,5,922315,"884075	"
125 ST,6,662421,"661496	"
125 ST,7,826622,"748586	"
125 ST,8,754756,"694638	"
125 ST,9,944177,"840876	"
125 ST,10,860767,"750213	"
125 ST,11,1007245,"861686	"
125 ST,12,823461,"696116	"
135 ST,1,360698,"120304	"
135 ST,2,262199,"83804	"
135 ST,3,370889,"120651	"
135 ST,4,287650,"105951	"
135 ST,5,423016,"139223	"
135 ST,6,274065,"92096	"
135 ST,7,360901,"121838	"
135 ST,8,311040,"120096	"
135 ST,9,325442,"111607	"
135 ST,10,374444,"128827	"
135 ST,11,366225,"127853	"
135 ST,12,312738,"106526	"
137 ST CITY COL,1,320186,"280255	"
137 ST CITY COL,2,327490,"286981	"
137 ST CITY COL,3,302328,"269231	"
137 ST CITY COL,4,377028,"338269	"
137 ST CITY COL,5,374190,"335530	"
137 ST CITY COL,6,252180,"211752	"
137 ST CITY COL,7,243968,"229183	"
137 ST CITY COL,8,274941,"265808	"
137 ST CITY COL,9,360655,"330622	"
137 ST CITY COL,10,362703,"333461	"
137 ST CITY COL,11,335243,"309058	"
137 ST CITY COL,12,260269,"223370	"
138/GRAND CONC,1,78237,"70540	"
138/GRAND CONC,2,75082,"64964	"
138/GRAND CONC,3,80941,"73151	"
138/GRAND CONC,4,89192,"80980	"
138/GRAND CONC,5,97840,"86343	"
138/GRAND CONC,6,88326,"75673	"
138/GRAND CONC,7,88097,"80743	"
138/GRAND CONC,8,92344,"86041	"
138/GRAND CONC,9,105181,"87607	"
138/GRAND CONC,10,100055,"84355	"
138/GRAND CONC,11,83198,"70146	"
138/GRAND CONC,12,51414,"40433	"
14 ST,1,922207,"668818	"
14 ST,2,743706,"580517	"
14 ST,3,996395,"796733	"
14 ST,4,970677,"807368	"
14 ST,5,1127201,"952792	"
14 ST,6,733015,"618953	"
14 ST,7,1031876,"908583	"
14 ST,8,648336,"594991	"
14 ST,9,848275,"768308	"
14 ST,10,1230843,"1086720	"
14 ST,11,733766,"675023	"
14 ST,12,532437,"489274	"
14 ST-UNION SQ,1,1726710,"1563783	"
14 ST-UNION SQ,2,724069,"647639	"
14 ST-UNION SQ,3,544922,"526986	"
14 ST-UNION SQ,4,878455,"836344	"
14 ST-UNION SQ,5,592779,"560728	"
14 ST-UNION SQ,6,633938,"583778	"
14 ST-UNION SQ,7,1809566,"1711296	"
14 ST-UNION SQ,8,1635683,"1571165	"
14 ST-UNION SQ,9,766399,"744938	"
14 ST-UNION SQ,10,617429,"591826	"
14 ST-UNION SQ,11,797017,"776456	"
14 ST-UNION SQ,12,854102,"819846	"
145 ST,1,512943,"483471	"
145 ST,2,369508,"352381	"
145 ST,3,467917,"445822	"
145 ST,4,481149,"443229	"
145 ST,5,562047,"534001	"
145 ST,6,413345,"387876	"
145 ST,7,533523,"506932	"
145 ST,8,432967,"412730	"
145 ST,9,574599,"533959	"
145 ST,10,598920,"555017	"
145 ST,11,535889,"492856	"
145 ST,12,476387,"443375	"
149/GRAND CONC,1,314696,"199291	"
149/GRAND CONC,2,341862,"197729	"
149/GRAND CONC,3,344933,"200353	"
149/GRAND CONC,4,296674,"187453	"
149/GRAND CONC,5,339247,"203874	"
149/GRAND CONC,6,285130,"193693	"
149/GRAND CONC,7,278447,"200388	"
149/GRAND CONC,8,286722,"264643	"
149/GRAND CONC,9,353245,"237670	"
149/GRAND CONC,10,342739,"211603	"
149/GRAND CONC,11,337336,"222227	"
149/GRAND CONC,12,261291,"142173	"
14TH STREET,1,87827,"135185	"
14TH STREET,2,77033,"69408	"
14TH STREET,3,111178,"58670	"
14TH STREET,4,71451,"88372	"
14TH STREET,5,61226,"102690	"
14TH STREET,6,179843,"166816	"
14TH STREET,7,208950,"354643	"
14TH STREET,8,176611,"277112	"
14TH STREET,9,222459,"168442	"
14TH STREET,10,77536,"82902	"
14TH STREET,11,117623,"181198	"
14TH STREET,12,52845,"56772	"
15 ST-PROSPECT,1,164074,"97549	"
15 ST-PROSPECT,2,144488,"86519	"
15 ST-PROSPECT,3,149781,"91594	"
15 ST-PROSPECT,4,161266,"88268	"
15 ST-PROSPECT,5,178098,"109712	"
15 ST-PROSPECT,6,162601,"98974	"
15 ST-PROSPECT,7,144673,"94840	"
15 ST-PROSPECT,8,153284,"98810	"
15 ST-PROSPECT,9,168828,"105613	"
15 ST-PROSPECT,10,187228,"113350	"
15 ST-PROSPECT,11,153886,"94592	"
15 ST-PROSPECT,12,140404,"84541	"
155 ST,1,71927,"57860	"
155 ST,2,67733,"45941	"
155 ST,3,71597,"57755	"
155 ST,4,73887,"61967	"
155 ST,5,81689,"64904	"
155 ST,6,77622,"65314	"
155 ST,7,76444,"66026	"
155 ST,8,76956,"63069	"
155 ST,9,78244,"63065	"
155 ST,10,82383,"67559	"
155 ST,11,71720,"51774	"
155 ST,12,62356,"50164	"
157 ST,1,324461,"240134	"
157 ST,2,329156,"233819	"
157 ST,3,339813,"238068	"
157 ST,4,293991,"205429	"
157 ST,5,307113,"210060	"
157 ST,6,266004,"176341	"
157 ST,7,275952,"194608	"
157 ST,8,286899,"203537	"
157 ST,9,267497,"191870	"
157 ST,10,348379,"249376	"
157 ST,11,318533,"235423	"
157 ST,12,234108,"165663	"
161/YANKEE STAD,1,382322,"228234	"
161/YANKEE STAD,2,307065,"179056	"
161/YANKEE STAD,3,505285,"287234	"
161/YANKEE STAD,4,650492,"378858	"
161/YANKEE STAD,5,733081,"424639	"
161/YANKEE STAD,6,484353,"283217	"
161/YANKEE STAD,7,651319,"390718	"
161/YANKEE STAD,8,556418,"311500	"
161/YANKEE STAD,9,641688,"291299	"
161/YANKEE STAD,10,571500,"231137	"
161/YANKEE STAD,11,369582,"139644	"
161/YANKEE STAD,12,417548,"161506	"
163 ST-AMSTERDM,1,107110,"98310	"
163 ST-AMSTERDM,2,104489,"81324	"
163 ST-AMSTERDM,3,111493,"96376	"
163 ST-AMSTERDM,4,114327,"101059	"
163 ST-AMSTERDM,5,123560,"104080	"
163 ST-AMSTERDM,6,122538,"108261	"
163 ST-AMSTERDM,7,115678,"105013	"
163 ST-AMSTERDM,8,116769,"99771	"
163 ST-AMSTERDM,9,118676,"99813	"
163 ST-AMSTERDM,10,128531,"108570	"
163 ST-AMSTERDM,11,115988,"89762	"
163 ST-AMSTERDM,12,102987,"92601	"
167 ST,1,229730,"222796	"
167 ST,2,235252,"240659	"
167 ST,3,257740,"252725	"
167 ST,4,256514,"240782	"
167 ST,5,286418,"263313	"
167 ST,6,158356,"154033	"
167 ST,7,153663,"178194	"
167 ST,8,131542,"168840	"
167 ST,9,152436,"184364	"
167 ST,10,152301,"172122	"
167 ST,11,151290,"176632	"
167 ST,12,113054,"138625	"
168 ST,1,517895,"305294	"
168 ST,2,355211,"207892	"
168 ST,3,514114,"288617	"
168 ST,4,500191,"276585	"
168 ST,5,419474,"233979	"
168 ST,6,383665,"217980	"
168 ST,7,498101,"250382	"
168 ST,8,326204,"86500	"
168 ST,9,510759,"124492	"
168 ST,10,512528,"120679	"
168 ST,11,444824,"104859	"
168 ST,12,248006,"70079	"
169 ST,1,203958,"182418	"
169 ST,2,202663,"176516	"
169 ST,3,209058,"183827	"
169 ST,4,201156,"181067	"
169 ST,5,221085,"198084	"
169 ST,6,202814,"187342	"
169 ST,7,201435,"186676	"
169 ST,8,191837,"180793	"
169 ST,9,208726,"193904	"
169 ST,10,226288,"208238	"
169 ST,11,208964,"196431	"
169 ST,12,176566,"162775	"
170 ST,1,269499,"168340	"
170 ST,2,260774,"176325	"
170 ST,3,276065,"175943	"
170 ST,4,299024,"190751	"
170 ST,5,309754,"202718	"
170 ST,6,279255,"197178	"
170 ST,7,268971,"186468	"
170 ST,8,289708,"199278	"
170 ST,9,305322,"206022	"
170 ST,10,306081,"202666	"
170 ST,11,304983,"207241	"
170 ST,12,237945,"167216	"
174 ST,1,105661,"113861	"
174 ST,2,95745,"106264	"
174 ST,3,104373,"122150	"
174 ST,4,111892,"133445	"
174 ST,5,105794,"130909	"
174 ST,6,112828,"137579	"
174 ST,7,98223,"116618	"
174 ST,8,102842,"118364	"
174 ST,9,110892,"129289	"
174 ST,10,116591,"136115	"
174 ST,11,106235,"124393	"
174 ST,12,90953,"108125	"
174-175 STS,1,115488,"72628	"
174-175 STS,2,121902,"60372	"
174-175 STS,3,124178,"65457	"
174-175 STS,4,125242,"66538	"
174-175 STS,5,124788,"67087	"
174-175 STS,6,118105,"63895	"
174-175 STS,7,123896,"70478	"
174-175 STS,8,129005,"72373	"
174-175 STS,9,133033,"73374	"
174-175 STS,10,143790,"76111	"
174-175 STS,11,131060,"69903	"
174-175 STS,12,111119,"59787	"
175 ST,1,308524,"178747	"
175 ST,2,304535,"174420	"
175 ST,3,332087,"180812	"
175 ST,4,358253,"194555	"
175 ST,5,377840,"203871	"
175 ST,6,254559,"136992	"
175 ST,7,346464,"193180	"
175 ST,8,359740,"204387	"
175 ST,9,362290,"199905	"
175 ST,10,356447,"192242	"
175 ST,11,351536,"185928	"
175 ST,12,295262,"160564	"
176 ST,1,122058,"74085	"
176 ST,2,124784,"73461	"
176 ST,3,142410,"84783	"
176 ST,4,144289,"87734	"
176 ST,5,155693,"85791	"
176 ST,6,145195,"84555	"
176 ST,7,143518,"85472	"
176 ST,8,140114,"85720	"
176 ST,9,139431,"83987	"
176 ST,10,146387,"85510	"
176 ST,11,146421,"82670	"
176 ST,12,121663,"69889	"
18 AV,1,220322,"88777	"
18 AV,2,209861,"80728	"
18 AV,3,205940,"76867	"
18 AV,4,218653,"88273	"
18 AV,5,225848,"82109	"
18 AV,6,199807,"59171	"
18 AV,7,210855,"57051	"
18 AV,8,141201,"36005	"
18 AV,9,225883,"58511	"
18 AV,10,232870,"62314	"
18 AV,11,217296,"53721	"
18 AV,12,191152,"46756	"
18 ST,1,225985,"143258	"
18 ST,2,200340,"124354	"
18 ST,3,225266,"137695	"
18 ST,4,233180,"143054	"
18 ST,5,233901,"140708	"
18 ST,6,221041,"136394	"
18 ST,7,207420,"129840	"
18 ST,8,189496,"118230	"
18 ST,9,190274,"115953	"
18 ST,10,249494,"155779	"
18 ST,11,203754,"130440	"
18 ST,12,191273,"123232	"
181 ST,1,400396,"430769	"
181 ST,2,308019,"326442	"
181 ST,3,415723,"456985	"
181 ST,4,425917,"458816	"
181 ST,5,449267,"485314	"
181 ST,6,288759,"305991	"
181 ST,7,388928,"420481	"
181 ST,8,240384,"265733	"
181 ST,9,381709,"420658	"
181 ST,10,452912,"455040	"
181 ST,11,411179,"427156	"
181 ST,12,308489,"321498	"
182-183 STS,1,34453,"49953	"
182-183 STS,2,35835,"45840	"
182-183 STS,3,36067,"48216	"
182-183 STS,4,38276,"49295	"
182-183 STS,5,37454,"47897	"
182-183 STS,6,42286,"43836	"
182-183 STS,7,37214,"46159	"
182-183 STS,8,33986,"49393	"
182-183 STS,9,37097,"45425	"
182-183 STS,10,39877,"55918	"
182-183 STS,11,37961,"57644	"
182-183 STS,12,33919,"46280	"
183 ST,1,146056,"81590	"
183 ST,2,140364,"77952	"
183 ST,3,145411,"75922	"
183 ST,4,151443,"81797	"
183 ST,5,149484,"88779	"
183 ST,6,148649,"86428	"
183 ST,7,129504,"75623	"
183 ST,8,144452,"84622	"
183 ST,9,154328,"90775	"
183 ST,10,152562,"89116	"
183 ST,11,144052,"83590	"
183 ST,12,126757,"70613	"
190 ST,10,2,"4	"
191 ST,1,204033,"230290	"
191 ST,2,199719,"223037	"
191 ST,3,208789,"234643	"
191 ST,4,173073,"198371	"
191 ST,5,206885,"237369	"
191 ST,6,162378,"176065	"
191 ST,7,168412,"186633	"
191 ST,8,178096,"197969	"
191 ST,9,191866,"220181	"
191 ST,10,218311,"251653	"
191 ST,11,207401,"241270	"
191 ST,12,175529,"201812	"
2 AV,1,435762,"435748	"
2 AV,2,319231,"324504	"
2 AV,3,462793,"475747	"
2 AV,4,393137,"385166	"
2 AV,5,502179,"492529	"
2 AV,6,359636,"344635	"
2 AV,7,470700,"464308	"
2 AV,8,336301,"332072	"
2 AV,9,473640,"463426	"
2 AV,10,495668,"494883	"
2 AV,11,458061,"445936	"
2 AV,12,422348,"408881	"
20 AV,1,85165,"16331	"
20 AV,2,79781,"15830	"
20 AV,3,86318,"15199	"
20 AV,4,84652,"15049	"
20 AV,5,99442,"19124	"
20 AV,6,106691,"48778	"
20 AV,7,148831,"83570	"
20 AV,8,163146,"85002	"
20 AV,9,163771,"104494	"
20 AV,10,151319,"120055	"
20 AV,11,141916,"109133	"
20 AV,12,120521,"92917	"
207 ST,1,161411,"78589	"
207 ST,2,160640,"80071	"
207 ST,3,161646,"81392	"
207 ST,4,157130,"85481	"
207 ST,5,161704,"87664	"
207 ST,6,134047,"69465	"
207 ST,7,144347,"78531	"
207 ST,8,155031,"81696	"
207 ST,9,157267,"81012	"
207 ST,10,178864,"87888	"
207 ST,11,169529,"84429	"
207 ST,12,129180,"63102	"
21 ST,1,47655,"49922	"
21 ST,2,44388,"47011	"
21 ST,3,38837,"40884	"
21 ST,4,37245,"39965	"
21 ST,5,47043,"50928	"
21 ST,6,45153,"50958	"
21 ST,7,47751,"53701	"
21 ST,8,49495,"56251	"
21 ST,9,50010,"56097	"
21 ST,10,48591,"53670	"
21 ST,11,44584,"49557	"
21 ST,12,36944,"40372	"
21 ST-QNSBRIDGE,1,242456,"165070	"
21 ST-QNSBRIDGE,2,258214,"170411	"
21 ST-QNSBRIDGE,3,290495,"187542	"
21 ST-QNSBRIDGE,4,290916,"184513	"
21 ST-QNSBRIDGE,5,314924,"202292	"
21 ST-QNSBRIDGE,6,302156,"199306	"
21 ST-QNSBRIDGE,7,298189,"209477	"
21 ST-QNSBRIDGE,8,279925,"204258	"
21 ST-QNSBRIDGE,9,292416,"200427	"
21 ST-QNSBRIDGE,10,348408,"241354	"
21 ST-QNSBRIDGE,11,303080,"206767	"
21 ST-QNSBRIDGE,12,261355,"171481	"
215 ST,1,48076,"18081	"
215 ST,2,45919,"15674	"
215 ST,3,46001,"19342	"
215 ST,4,45231,"18746	"
215 ST,5,47817,"19822	"
215 ST,6,40913,"18462	"
215 ST,7,41026,"20837	"
215 ST,8,43442,"21175	"
215 ST,9,47204,"21144	"
215 ST,10,57653,"23649	"
215 ST,11,49030,"20283	"
215 ST,12,37568,"15109	"
219 ST,1,82628,"45411	"
219 ST,2,81322,"43129	"
219 ST,3,85078,"45058	"
219 ST,4,86083,"44918	"
219 ST,5,79276,"45642	"
219 ST,6,78380,"42682	"
219 ST,7,82351,"43129	"
219 ST,8,80768,"41659	"
219 ST,9,72558,"37625	"
219 ST,10,89357,"47530	"
219 ST,11,84407,"44507	"
219 ST,12,71206,"41910	"
225 ST,1,101631,"27120	"
225 ST,2,99587,"26327	"
225 ST,3,104232,"27136	"
225 ST,4,106385,"26755	"
225 ST,5,106573,"28927	"
225 ST,6,98353,"26413	"
225 ST,7,99666,"27381	"
225 ST,8,97548,"27390	"
225 ST,9,88252,"23335	"
225 ST,10,104716,"27913	"
225 ST,11,102018,"27945	"
225 ST,12,85281,"24066	"
23 ST,1,1158197,"841449	"
23 ST,2,429655,"317778	"
23 ST,3,678442,"666102	"
23 ST,4,756242,"620251	"
23 ST,5,562172,"414240	"
23 ST,6,612220,"499242	"
23 ST,7,907482,"692847	"
23 ST,8,595790,"484261	"
23 ST,9,1065348,"840640	"
23 ST,10,917783,"717578	"
23 ST,11,830266,"664312	"
23 ST,12,521453,"413993	"
231 ST,1,255019,"34359	"
231 ST,2,248372,"34471	"
231 ST,3,251771,"35699	"
231 ST,4,244708,"34976	"
231 ST,5,261250,"39240	"
231 ST,6,215470,"31146	"
231 ST,7,222109,"34767	"
231 ST,8,221921,"35014	"
231 ST,9,242175,"37359	"
231 ST,10,271014,"45915	"
231 ST,11,253170,"37450	"
231 ST,12,245276,"28350	"
233 ST,1,120639,"38495	"
233 ST,2,118044,"35699	"
233 ST,3,123256,"38243	"
233 ST,4,125875,"39220	"
233 ST,5,126949,"46820	"
233 ST,6,117095,"36106	"
233 ST,7,122996,"38724	"
233 ST,8,122432,"38733	"
233 ST,9,106411,"34810	"
233 ST,10,131238,"41315	"
233 ST,11,123014,"37563	"
233 ST,12,103737,"32000	"
238 ST,1,77344,"10717	"
238 ST,2,94510,"11143	"
238 ST,3,98808,"11713	"
238 ST,4,101179,"11586	"
238 ST,5,109990,"12640	"
238 ST,6,91919,"10089	"
238 ST,7,96931,"10740	"
238 ST,8,103246,"11616	"
238 ST,9,107963,"12354	"
238 ST,10,122235,"14928	"
238 ST,11,113249,"12807	"
238 ST,12,95455,"10082	"
25 AV,1,126181,"30447	"
25 AV,2,120189,"30555	"
25 AV,3,128496,"30839	"
25 AV,4,120619,"28876	"
25 AV,5,137582,"32018	"
25 AV,6,119939,"28905	"
25 AV,7,126171,"31029	"
25 AV,8,127988,"31441	"
25 AV,9,134294,"29707	"
25 AV,10,141784,"33309	"
25 AV,11,130381,"30016	"
25 AV,12,109381,"25551	"
25 ST,1,76393,"25310	"
25 ST,2,74336,"24608	"
25 ST,3,73292,"24975	"
25 ST,4,79481,"36014	"
25 ST,5,84275,"39370	"
25 ST,6,78696,"27117	"
25 ST,7,72606,"23567	"
25 ST,8,77527,"25404	"
25 ST,9,75278,"24325	"
25 ST,10,85764,"27075	"
25 ST,11,80317,"28852	"
25 ST,12,67574,"22988	"
28 ST,1,635751,"509555	"
28 ST,2,467406,"386245	"
28 ST,3,468860,"441191	"
28 ST,4,823790,"661788	"
28 ST,5,802720,"633092	"
28 ST,6,600220,"486432	"
28 ST,7,827906,"640731	"
28 ST,8,544031,"432621	"
28 ST,9,730087,"607524	"
28 ST,10,895796,"757448	"
28 ST,11,680182,"572321	"
28 ST,12,521887,"466524	"
3 AV 138 ST,1,209993,"146068	"
3 AV 138 ST,2,201782,"133634	"
3 AV 138 ST,3,202809,"137602	"
3 AV 138 ST,4,198705,"136273	"
3 AV 138 ST,5,242567,"169938	"
3 AV 138 ST,6,207689,"138682	"
3 AV 138 ST,7,153824,"79743	"
3 AV 138 ST,8,125288,"37483	"
3 AV 138 ST,9,125589,"44290	"
3 AV 138 ST,10,139277,"43312	"
3 AV 138 ST,11,131339,"37223	"
3 AV 138 ST,12,106284,"25760	"
3 AV,1,179485,"181534	"
3 AV,2,123808,"129804	"
3 AV,3,145204,"149653	"
3 AV,4,167268,"177239	"
3 AV,5,149374,"159239	"
3 AV,6,135247,"141184	"
3 AV,7,129171,"136172	"
3 AV,8,123035,"132521	"
3 AV,9,121454,"130790	"
3 AV,10,150531,"160033	"
3 AV,11,141326,"146914	"
3 AV,12,125629,"128481	"
3 AV-149 ST,1,391033,"238287	"
3 AV-149 ST,2,248336,"112622	"
3 AV-149 ST,3,365182,"164389	"
3 AV-149 ST,4,382663,"165790	"
3 AV-149 ST,5,384826,"165674	"
3 AV-149 ST,6,300891,"114161	"
3 AV-149 ST,7,485229,"158484	"
3 AV-149 ST,8,369027,"174440	"
3 AV-149 ST,9,559918,"244063	"
3 AV-149 ST,10,616037,"276191	"
3 AV-149 ST,11,561661,"266438	"
3 AV-149 ST,12,485674,"218166	"
30 AV,1,400290,"358297	"
30 AV,2,300526,"249067	"
30 AV,3,366837,"280481	"
30 AV,4,455573,"334350	"
30 AV,5,517125,"386651	"
30 AV,6,327242,"240427	"
30 AV,7,401215,"295318	"
30 AV,8,344715,"243400	"
30 AV,9,484123,"351087	"
30 AV,10,486835,"336919	"
30 AV,11,479105,"351097	"
30 AV,12,382223,"283763	"
33 ST,1,745606,"551103	"
33 ST,2,356479,"270327	"
33 ST,3,580297,"454119	"
33 ST,4,568885,"462176	"
33 ST,5,690773,"574382	"
33 ST,6,458160,"377542	"
33 ST,7,620407,"524806	"
33 ST,8,458090,"393881	"
33 ST,9,631539,"533921	"
33 ST,10,700322,"602031	"
33 ST,11,615090,"531807	"
33 ST,12,535890,"467227	"
33 ST-RAWSON ST,1,240632,"197254	"
33 ST-RAWSON ST,2,215688,"181274	"
33 ST-RAWSON ST,3,266472,"217081	"
33 ST-RAWSON ST,4,258827,"209492	"
33 ST-RAWSON ST,5,283414,"227506	"
33 ST-RAWSON ST,6,217311,"181774	"
33 ST-RAWSON ST,7,216005,"180805	"
33 ST-RAWSON ST,8,176858,"152271	"
33 ST-RAWSON ST,9,265662,"222128	"
33 ST-RAWSON ST,10,296353,"250698	"
33 ST-RAWSON ST,11,231583,"196435	"
33 ST-RAWSON ST,12,190022,"165191	"
34 ST-HERALD SQ,1,2047103,"1968150	"
34 ST-HERALD SQ,2,1383310,"1367445	"
34 ST-HERALD SQ,3,2102409,"2111264	"
34 ST-HERALD SQ,4,2015954,"1996332	"
34 ST-HERALD SQ,5,2243376,"2233590	"
34 ST-HERALD SQ,6,1030986,"1031934	"
34 ST-HERALD SQ,7,1899680,"1949492	"
34 ST-HERALD SQ,8,657416,"710669	"
34 ST-HERALD SQ,9,1948353,"2001756	"
34 ST-HERALD SQ,10,2184004,"2150878	"
34 ST-HERALD SQ,11,2173888,"2142267	"
34 ST-HERALD SQ,12,1849906,"1799711	"
34 ST-HUDSON YD,1,236393,"251288	"
34 ST-HUDSON YD,2,275201,"288770	"
34 ST-HUDSON YD,3,458026,"486852	"
34 ST-HUDSON YD,4,581081,"625708	"
34 ST-HUDSON YD,5,567883,"548638	"
34 ST-HUDSON YD,6,416559,"442916	"
34 ST-HUDSON YD,7,559064,"599668	"
34 ST-HUDSON YD,8,423727,"452115	"
34 ST-HUDSON YD,9,424884,"450275	"
34 ST-HUDSON YD,10,650325,"676793	"
34 ST-HUDSON YD,11,563021,"580837	"
34 ST-HUDSON YD,12,455001,"468330	"
34 ST-PENN STA,1,1278470,"1236186	"
34 ST-PENN STA,2,743253,"747296	"
34 ST-PENN STA,3,287517,"329936	"
34 ST-PENN STA,4,304819,"308726	"
34 ST-PENN STA,5,483437,"425272	"
34 ST-PENN STA,6,207609,"182792	"
34 ST-PENN STA,7,492703,"432174	"
34 ST-PENN STA,8,643027,"588966	"
34 ST-PENN STA,9,474392,"447921	"
34 ST-PENN STA,10,526027,"486398	"
34 ST-PENN STA,11,614013,"566953	"
34 ST-PENN STA,12,507206,"468467	"
36 AV,1,232755,"244283	"
36 AV,2,135592,"134556	"
36 AV,3,144606,"142832	"
36 AV,4,149580,"150983	"
36 AV,5,174596,"183584	"
36 AV,6,143958,"148164	"
36 AV,7,137671,"146544	"
36 AV,8,148611,"143958	"
36 AV,9,164083,"175327	"
36 AV,10,167006,"171213	"
36 AV,11,165435,"177293	"
36 AV,12,136138,"144491	"
36 ST,1,308174,"193541	"
36 ST,2,334225,"205052	"
36 ST,3,348065,"220263	"
36 ST,4,362927,"224770	"
36 ST,5,372345,"225928	"
36 ST,6,260929,"171134	"
36 ST,7,384852,"257091	"
36 ST,8,278310,"190366	"
36 ST,9,397342,"262102	"
36 ST,10,442424,"285183	"
36 ST,11,394690,"255959	"
36 ST,12,313287,"192906	"
39 AV,1,5166,"8224	"
39 AV,2,44585,"50698	"
39 AV,3,53163,"53750	"
39 AV,4,66014,"68137	"
39 AV,5,79621,"83039	"
39 AV,6,66964,"67643	"
39 AV,7,65075,"69465	"
39 AV,8,77273,"71672	"
39 AV,9,78559,"83347	"
39 AV,10,79816,"81210	"
39 AV,11,77225,"83765	"
39 AV,12,70162,"74453	"
4 AV-9 ST,1,89516,"125793	"
4 AV-9 ST,2,85824,"122736	"
4 AV-9 ST,3,91047,"126295	"
4 AV-9 ST,4,90764,"125715	"
4 AV-9 ST,5,98888,"154245	"
4 AV-9 ST,6,88899,"126732	"
4 AV-9 ST,7,93036,"130217	"
4 AV-9 ST,8,91183,"128348	"
4 AV-9 ST,9,100613,"138277	"
4 AV-9 ST,10,106397,"149098	"
4 AV-9 ST,11,95391,"141050	"
4 AV-9 ST,12,78989,"116430	"
40 ST LOWERY ST,1,231732,"208546	"
40 ST LOWERY ST,2,241545,"207200	"
